"Season","TeamID","Team","Conference","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","Tripl Dbl","PTS","BHE"
"2025-26","613448","Ramapo","Skyline",93,,1028,485,2538,0.214,938,171,374,813,126,66,144,39,26,1337,2
